name,name_clean,store,price,price_per_100,query,brand
Halloumi Style Fries 10 Pack,Halloumi Style Fries 10 Pack,aldi,1.85,1.09,halloumi,CRESTWOOD
Slow Roasted Tomato & Halloumi Vegetable Burgers 2 Pack,Slow Roasted Tomato & Halloumi Vegetable Burgers 2 Pack,aldi,1.99,0.877,halloumi,SPECIALLY SELECTED
Chicken Wings,Chicken Wings,aldi,2.19,0.219,chicken wings,ASHFIELDS
BBQ Cooked Chicken Wings,BBQ Cooked Chicken Wings,aldi,2.79,0.372,chicken wings,ROOSTERS
Hot & Spicy Cooked Chicken Wings,Hot & Spicy Cooked Chicken Wings,aldi,2.79,0.372,chicken wings,ROOSTERS
Chicken Legs,Chicken Legs,aldi,2.25,0.225,chicken wings,ASHFIELDS
British Romaine Lettuce,British Romaine Lettuce,aldi,1.15,,romaine lettuce,NATURE'S PICK
Iceberg Lettuce,Iceberg Lettuce,aldi,0.89,,romaine lettuce,NATURE'S PICK
Chopped Iceberg Lettuce,Chopped Iceberg Lettuce,aldi,0.64,0.32,romaine lettuce,NATURE'S PICK
British Sweet Gem Lettuce,British Sweet Gem Lettuce,aldi,0.95,,romaine lettuce,NATURE'S PICK
British Little Gem Lettuce 2 Pack,British Little Gem Lettuce 2 Pack,aldi,0.77,,romaine lettuce,NATURE'S PICK
Lemons,Lemons,aldi,1.45,0.193,lemons,NATURE'S PICK
Wonky Lemons,Wonky Lemons,aldi,0.89,,lemons,EVERYDAY ESSENTIALS
Pork Chops,Pork Chops,aldi,2.38,0.475,pork chops,EVERYDAY ESSENTIALS
British Pork Chops 4 Pack,British Pork Chops 4 Pack,aldi,4.49,0.641,pork chops,ASHFIELDS
British Lamb Chops,British Lamb Chops,aldi,5.49,1.6149999999999998,pork chops,ASHFIELDS
Sliced Mushrooms,Sliced Mushrooms,aldi,0.95,0.38,mushrooms,NATURE'S PICK
Sliced Mushrooms,Sliced Mushrooms,aldi,0.99,0.198,mushrooms,"READY, SET…COOK!"
British Chestnut Mushrooms,British Chestnut Mushrooms,aldi,0.95,0.38,mushrooms,NATURE'S PICK
British Wonky Mushrooms,British Wonky Mushrooms,aldi,1.69,0.26,mushrooms,EVERYDAY ESSENTIALS
Smoked Bacon Lardons,Smoked Bacon Lardons,aldi,1.99,0.995,smoked bacon,OAKHURST
Lean Smoked Bacon 8 Pack,Lean Smoked Bacon 8 Pack,aldi,1.99,0.796,smoked bacon,OAKHURST
Cherrywood Smoked Bacon & Cheddar Quiche,Cherrywood Smoked Bacon & Cheddar Quiche,aldi,3.49,0.87,smoked bacon,SPECIALLY SELECTED
Smoked Back Bacon Rashers,Smoked Back Bacon Rashers,aldi,1.25,0.434,smoked bacon,EVERYDAY ESSENTIALS
XXL Back Bacon Smoked,XXL Back Bacon Smoked,aldi,3.29,,smoked bacon,OAKHURST
Beef Mince 25% Fat,Beef Mince 25% Fat,aldi,3.09,0.618,beef mince,EVERYDAY ESSENTIALS
British Beef Mince 10% Fat,British Beef Mince 10% Fat,aldi,4.39,0.8779999999999999,beef mince,ASHFIELDS
British Beef Mince 20% Fat,British Beef Mince 20% Fat,aldi,3.25,0.65,beef mince,ASHFIELDS
British Beef Mince 3% Fat,British Beef Mince 3% Fat,aldi,5.29,1.058,beef mince,ASHFIELDS
Beef and Pork Mince XXL,Beef and Pork Mince XXL,aldi,5.69,0.5690000000000001,beef mince,ASHFIELDS
Limes,Limes,aldi,0.79,,limes,NATURE'S PICK
British Lean Beef Steak Mince 5% Fat,British Lean Beef Steak Mince 5% Fat,aldi,2.69,1.076,lean beef mince,ASHFIELDS
British Lean Beef Steak Mince 5% Fat,British Lean Beef Steak Mince 5% Fat,aldi,5.19,1.038,lean beef mince,ASHFIELDS
British Lean Beef Steak Mince 5% Fat,British Lean Beef Steak Mince 5% Fat,aldi,7.15,0.953,lean beef mince,ASHFIELDS
3% Lean Diced Beef,3% Lean Diced Beef,aldi,4.39,1.254,lean beef mince,ASHFIELDS
Beef and Pork Mince XXL,Beef and Pork Mince XXL,aldi,5.69,0.5690000000000001,lean beef mince,ASHFIELDS
Long Clawson Mature Stilton Blue Stilton,Long Clawson Mature Stilton Blue Stilton,aldi,2.79,1.268,stilton,SPECIALLY SELECTED
Shropshire Blue Blue Stilton,Shropshire Blue Blue Stilton,aldi,2.79,1.395,stilton,SPECIALLY SELECTED
Blue Stilton Cheese Burger Melts,Blue Stilton Cheese Burger Melts,aldi,0.49,0.49,stilton,SPECIALLY SELECTED
Avocado,Avocado,aldi,1.45,0.29,avocado,NATURE'S PICK
Avocado Medium,Avocado Medium,aldi,0.69,,avocado,NATURE'S PICK
Classic Smashed Avocado,Classic Smashed Avocado,aldi,1.49,0.99,avocado,SPECIALLY SELECTED
Smashed Spicy Avocado,Smashed Spicy Avocado,aldi,1.49,0.99,avocado,SPECIALLY SELECTED
Mixed Peppers,Mixed Peppers,aldi,1.79,,peppers mixed,NATURE'S PICK
Wonky Mixed Peppers,Wonky Mixed Peppers,aldi,1.69,0.282,peppers mixed,EVERYDAY ESSENTIALS
Mixed Pepper Stir Fry,Mixed Pepper Stir Fry,aldi,0.95,0.297,peppers mixed,"READY, SET…COOK!"
Special Mixed Pepper Rice Pouch,Special Mixed Pepper Rice Pouch,aldi,0.75,0.3,peppers mixed,WORLDWIDE FOODS
Unsmoked Bacon Lardons,Unsmoked Bacon Lardons,aldi,1.99,0.995,unsmoked bacon,OAKHURST
Unsmoked Bacon 16 Pack,Unsmoked Bacon 16 Pack,aldi,2.39,0.478,unsmoked bacon,OAKHURST
Lean Unsmoked Bacon 8 Pack,Lean Unsmoked Bacon 8 Pack,aldi,1.99,0.796,unsmoked bacon,OAKHURST
Unsmoked Back Bacon Rashers,Unsmoked Back Bacon Rashers,aldi,1.25,0.434,unsmoked bacon,EVERYDAY ESSENTIALS
XXL Back Bacon Unsmoked,XXL Back Bacon Unsmoked,aldi,3.29,,unsmoked bacon,OAKHURST
Chorizo & Gouda Rollitos 8 Pack,Chorizo & Gouda Rollitos 8 Pack,aldi,1.89,2.36,gouda,THE DELI
Serrano & Gouda Rollitos 8 Pack,Serrano & Gouda Rollitos 8 Pack,aldi,1.89,2.36,gouda,THE DELI
Dutch Gouda Cheese 16 Slices,Dutch Gouda Cheese 16 Slices,aldi,2.99,0.748,gouda,EMPORIUM
Extra Mature Gouda Holland P.G.I Cheese,Extra Mature Gouda Holland P.G.I Cheese,aldi,2.99,1.661,gouda,SPECIALLY SELECTED
Red Chillies,Red Chillies,aldi,0.55,0.8460000000000001,red chillies,NATURE'S PICK
Midly Spiced Red Kidney Beans in Chilli Sauce,Midly Spiced Red Kidney Beans in Chilli Sauce,aldi,0.69,0.18,red chillies,FOUR SEASONS
Red Grapefruit,Red Grapefruit,aldi,0.44,,red chillies,NATURE'S PICK
Red Pepper,Red Pepper,aldi,0.7,,red chillies,NATURE'S PICK
Red Lentils,Red Lentils,aldi,0.99,0.198,red chillies,WORLDWIDE FOODS
Large Mango,Large Mango,aldi,0.95,,mango,NATURE'S PICK
Mango Chunks,Mango Chunks,aldi,2.19,0.913,mango,NATURE'S PICK
Mango Sorbet,Mango Sorbet,aldi,1.99,0.398,mango,GIANNI'S
Sugared Mango,Sugared Mango,aldi,1.25,,mango,THE FOODIE MARKET
Smoked Streaky Bacon 14 Pack,Smoked Streaky Bacon 14 Pack,aldi,2.29,0.763,streaky bacon,OAKHURST
Unsmoked Streaky Bacon 14 Pack,Unsmoked Streaky Bacon 14 Pack,aldi,2.29,0.763,streaky bacon,OAKHURST
Smoked Streaky Bacon Rashers 12 Pack*,Smoked Streaky Bacon Rashers 12 Pack*,aldi,1.25,0.434,streaky bacon,EVERYDAY ESSENTIALS
Unsmoked Streaky Bacon Rashers 12 Pack*,Unsmoked Streaky Bacon Rashers 12 Pack*,aldi,1.25,0.434,streaky bacon,EVERYDAY ESSENTIALS
100% British Pork Dry Cured Smoked Streaky Bacon 14 Pack,100% British Pork Dry Cured Smoked Streaky Bacon 14 Pack,aldi,2.29,1.041,streaky bacon,SPECIALLY SELECTED
Sirloin Steaks with Peppercorn Sauce,Sirloin Steaks with Peppercorn Sauce,aldi,12.99,2.855,sirloin steak,ASHFIELDS
British Sirloin Steak 21 Day Matured,British Sirloin Steak 21 Day Matured,aldi,5.29,2.713,sirloin steak,ASHFIELDS
100% British Beef Wagyu Sirloin Steak,100% British Beef Wagyu Sirloin Steak,aldi,9.49,4.181,sirloin steak,SPECIALLY SELECTED
100% British Sirloin Steak 30 Day Matured,100% British Sirloin Steak 30 Day Matured,aldi,6.49,2.859,sirloin steak,ASHFIELDS
King of Steaks 12oz Thick Cut Sirloin Steak 30 Day Matured,King of Steaks 12oz Thick Cut Sirloin Steak 30 Day Matured,aldi,8.99,2.644,sirloin steak,ASHFIELDS
Dutch Edam Cheese 16 Slices,Dutch Edam Cheese 16 Slices,aldi,2.99,0.748,edam,EMPORIUM
Courgettes,Courgettes,aldi,1.39,0.2779999999999999,courgettes,NATURE'S PICK
Grated Cheddar Cheese,Grated Cheddar Cheese,aldi,2.99,0.5980000000000001,grated cheddar,EVERYDAY ESSENTIALS
Grated Cheddar & Mozzarella Cheese Mix,Grated Cheddar & Mozzarella Cheese Mix,aldi,1.99,0.796,grated cheddar,EMPORIUM
Grated Mature Cheddar,Grated Mature Cheddar,aldi,1.99,0.796,grated cheddar,EMPORIUM
Grated Lighter Cheddar Cheese,Grated Lighter Cheddar Cheese,aldi,1.99,0.796,grated cheddar,EMPORIUM
Grated Half Fat Cheddar Cheese,Grated Half Fat Cheddar Cheese,aldi,1.99,0.796,grated cheddar,EMPORIUM
White Seedless Grapes,White Seedless Grapes,aldi,1.89,0.378,grapes,NATURE'S PICK
Seedless Red Grapes,Seedless Red Grapes,aldi,1.89,0.378,grapes,NATURE'S PICK
Black Seedless Grapes,Black Seedless Grapes,aldi,1.89,0.378,grapes,NATURE'S PICK
Seedless Sable Grapes,Seedless Sable Grapes,aldi,1.79,0.448,grapes,SPECIALLY SELECTED
Mixed Seedless Grapes,Mixed Seedless Grapes,aldi,1.89,0.378,grapes,NATURE'S PICK
Cumberland Pork Sausages,Cumberland Pork Sausages,aldi,3.69,0.553,pork sausages,SPECIALLY SELECTED
Battered No-Pork Sausages,Battered No-Pork Sausages,aldi,1.99,1.106,pork sausages,PLANT MENU
The Ultimate Pork Sausages,The Ultimate Pork Sausages,aldi,3.49,0.727,pork sausages,SPECIALLY SELECTED
Pork Sausages 6 Pack,Pork Sausages 6 Pack,aldi,2.49,0.623,pork sausages,SPECIALLY SELECTED
Pork Sausages 10 Pack,Pork Sausages 10 Pack,aldi,3.69,0.553,pork sausages,SPECIALLY SELECTED
British Ribeye Steak 21 Day Matured,British Ribeye Steak 21 Day Matured,aldi,5.39,2.764,ribeye steak,ASHFIELDS
100% British Beef Wagyu Ribeye Steak,100% British Beef Wagyu Ribeye Steak,aldi,9.99,4.401,ribeye steak,SPECIALLY SELECTED
100% British Ribeye Steak 30 Day Matured,100% British Ribeye Steak 30 Day Matured,aldi,6.69,2.947,ribeye steak,ASHFIELDS
100% British Beef Salt Dry Aged Aberdeen Angus 8oz Ribeye Steak,100% British Beef Salt Dry Aged Aberdeen Angus 8oz Ribeye Steak,aldi,7.29,3.211,ribeye steak,SPECIALLY SELECTED
100% Scotch Beef Salt Dry Aged Aberdeen Angus 8oz Ribeye Steak,100% Scotch Beef Salt Dry Aged Aberdeen Angus 8oz Ribeye Steak,aldi,7.29,3.211,ribeye steak,SPECIALLY SELECTED
Cheese Slices 8 Pack,Cheese Slices 8 Pack,aldi,0.99,0.495,cheese slices,EMPORIUM
Light Cheese Slices 8 Pack,Light Cheese Slices 8 Pack,aldi,0.99,0.495,cheese slices,EMPORIUM
Puff Pastry Ham & Cheese Slices 2 Pack,Puff Pastry Ham & Cheese Slices 2 Pack,aldi,1.65,0.55,cheese slices,CRESTWOOD
Mozzarella Cheese 10 Slices,Mozzarella Cheese 10 Slices,aldi,1.99,0.796,cheese slices,EMPORIUM
Welsh Rarebit Slices,Welsh Rarebit Slices,aldi,0.99,0.7070000000000001,cheese slices,EMPORIUM
Beef Stew & Dumplings,Beef Stew & Dumplings,aldi,2.79,0.6980000000000001,beef stewing steak,CRESTWOOD
Beef Medallion Steaks,Beef Medallion Steaks,aldi,4.49,1.3210000000000002,beef stewing steak,ASHFIELDS
British Beef Braising Steaks,British Beef Braising Steaks,aldi,3.89,1.111,beef stewing steak,ASHFIELDS
Chicken Sausages 6 Pack,Chicken Sausages 6 Pack,aldi,2.09,0.615,chicken sausages,SPECIALLY SELECTED
Italian Style Chicken Chipolatas 10 Pack,Italian Style Chicken Chipolatas 10 Pack,aldi,2.49,0.732,chicken sausages,ASHFIELD FARM
Chicken Kabanos,Chicken Kabanos,aldi,1.89,1.58,chicken sausages,THE DELI
Bockwurst Sausages,Bockwurst Sausages,aldi,1.99,0.55,chicken sausages,BRAMWELLS
Pineapple Chunks,Pineapple Chunks,aldi,1.49,0.497,pineapple,NATURE'S PICK
Pineapple Cocktail,Pineapple Cocktail,aldi,0.95,0.38,pineapple,COCOBAY
Pineapple & Lime,Pineapple & Lime,aldi,1.79,0.179,pineapple,THE JUICE COMPANY
Pineapple Slices in Juice,Pineapple Slices in Juice,aldi,0.95,0.373,pineapple,FOUR SEASONS
"Apple, Pineapple & Grape","Apple, Pineapple & Grape",aldi,1.19,0.595,pineapple,NATURE'S PICK
Aubergine,Aubergine,aldi,0.99,,aubergine,NATURE'S PICK
British Green Beans,British Green Beans,aldi,0.69,0.314,green beans,NATURE'S PICK
Whole Green Beans,Whole Green Beans,aldi,1.19,0.119,green beans,FOUR SEASONS
British Stringless Beans,British Stringless Beans,aldi,1.19,0.529,green beans,NATURE'S PICK
Galia Melon,Galia Melon,aldi,1.85,,melon,NATURE'S PICK
Honeydew Melon,Honeydew Melon,aldi,1.87,,melon,NATURE'S PICK
Melon Medley,Melon Medley,aldi,1.69,0.563,melon,NATURE'S PICK
20% Lamb Mince,20% Lamb Mince,aldi,2.99,0.498,lamb mince,ASHFIELDS
British Lamb Mince 20% Fat,British Lamb Mince 20% Fat,aldi,5.49,1.156,lamb mince,ASHFIELDS
Wagyu Mince,Wagyu Mince,aldi,5.99,1.198,lamb mince,SPECIALLY SELECTED
Diced Lamb,Diced Lamb,aldi,5.49,1.83,lamb mince,ASHFIELDS
Meat-Free Mince,Meat-Free Mince,aldi,1.39,0.35,lamb mince,PLANT MENU
Chorizo Mac & Cheese,Chorizo Mac & Cheese,aldi,3.59,0.898,chorizo,SPECIALLY SELECTED GASTRO
Spanish Chorizo 24 Slices,Spanish Chorizo 24 Slices,aldi,0.99,0.83,chorizo,THE DELI
Classic Spanish Chorizo Ring,Classic Spanish Chorizo Ring,aldi,1.89,0.945,chorizo,SPECIALLY SELECTED
Spicy Spanish Chorizo Ring,Spicy Spanish Chorizo Ring,aldi,1.89,0.945,chorizo,SPECIALLY SELECTED
Cod & Chorizo Fishcakes 2 Pack,Cod & Chorizo Fishcakes 2 Pack,aldi,2.39,0.8240000000000001,chorizo,SPECIALLY SELECTED
Pepperoni  Pizza,Pepperoni  Pizza,aldi,1.1,0.35,pepperoni,EVERYDAY ESSENTIALS
Pepperoni Pasta,Pepperoni Pasta,aldi,2.69,0.673,pepperoni,CUCINA
Pepperoni and Mozzarella Selection,Pepperoni and Mozzarella Selection,aldi,1.89,1.45,pepperoni,THE DELI
Hot Pepperoni 24 Slices,Hot Pepperoni 24 Slices,aldi,1.09,0.91,pepperoni,CUCINA
Mild Pepperoni 24 Slices,Mild Pepperoni 24 Slices,aldi,1.09,0.91,pepperoni,CUCINA
British Sweetcorn,British Sweetcorn,aldi,1.29,,sweetcorn,NATURE'S PICK
Sweetcorn,Sweetcorn,aldi,1.49,0.149,sweetcorn,FOUR SEASONS
Supersweet Sweetcorn in Water,Supersweet Sweetcorn in Water,aldi,0.55,0.19,sweetcorn,FOUR SEASONS
Cupshotz Chicken & Sweetcorn,Cupshotz Chicken & Sweetcorn,aldi,0.49,0.91,sweetcorn,BRAMWELLS EXPRESS
Chicken & Sweetcorn,Chicken & Sweetcorn,aldi,1.45,0.66,sweetcorn,THE DELI
British Lamb Chops,British Lamb Chops,aldi,5.49,1.6149999999999998,lamb chops,ASHFIELDS
Minted Lamb Shoulder Chops,Minted Lamb Shoulder Chops,aldi,5.49,1.307,lamb chops,ASHFIELDS
Pork Chops,Pork Chops,aldi,2.38,0.475,lamb chops,EVERYDAY ESSENTIALS
Vegetarian Ham Slices,Vegetarian Ham Slices,aldi,1.45,1.45,ham sliced,QUORN
Finely Sliced Wiltshire Ham,Finely Sliced Wiltshire Ham,aldi,3.19,1.329,ham sliced,SPECIALLY SELECTED
French Torchon Ham 4 Slices,French Torchon Ham 4 Slices,aldi,1.89,0.95,ham sliced,THE DELI
British Breaded Ham 14 Slices,British Breaded Ham 14 Slices,aldi,1.79,0.6,ham sliced,ASHFIELDS
British Cooked Ham 10 Slices,British Cooked Ham 10 Slices,aldi,0.75,0.6519999999999999,ham sliced,ASHFIELDS
Seasonal Pears 1kg,Seasonal Pears 1kg,aldi,1.79,,pears,NATURE'S PICK
Organic Pears Pouch,Organic Pears Pouch,aldi,0.45,0.643,pears,MAMIA
Ripe & Ready Conference Pears,Ripe & Ready Conference Pears,aldi,1.85,,pears,NATURE'S PICK
Asparagus Tips,Asparagus Tips,aldi,1.4,1.4,asparagus,NATURE'S PICK
Asparagus Bundles,Asparagus Bundles,aldi,2.15,0.86,asparagus,NATURE'S PICK
Plums,Plums,aldi,2.19,0.219,plums,NATURE'S PICK
Beef and Pork Mince XXL,Beef and Pork Mince XXL,aldi,5.69,0.5690000000000001,pork mince,ASHFIELDS
British Beef & Pork Mince,British Beef & Pork Mince,aldi,4.49,0.599,pork mince,ASHFIELDS
British Pork Mince 12% Fat,British Pork Mince 12% Fat,aldi,2.25,0.45,pork mince,ASHFIELDS
British Lean Pork Mince 5% Fat,British Lean Pork Mince 5% Fat,aldi,2.55,0.51,pork mince,ASHFIELDS
Wagyu Mince,Wagyu Mince,aldi,5.99,1.198,pork mince,SPECIALLY SELECTED
Celery,Celery,aldi,0.75,,celery,NATURE'S PICK
Celery Sticks,Celery Sticks,aldi,1.19,0.3399999999999999,celery,NATURE'S PICK
Steamed Salmon Fillets,Steamed Salmon Fillets,aldi,4.29,2.383,salmon fillets,THE FISHMONGER
Boneless Salmon Fillets 2 Pack,Boneless Salmon Fillets 2 Pack,aldi,3.59,1.496,salmon fillets,THE FISHMONGER
Boneless Salmon Fillets 4 Pack,Boneless Salmon Fillets 4 Pack,aldi,6.85,1.427,salmon fillets,THE FISHMONGER
Scottish Salmon Fillets 2 Pack,Scottish Salmon Fillets 2 Pack,aldi,4.29,1.7879999999999998,salmon fillets,SPECIALLY SELECTED
Boneless Wild Pink Salmon Fillets,Boneless Wild Pink Salmon Fillets,aldi,3.49,0.873,salmon fillets,THE FISHMONGER
Cod Fillets,Cod Fillets,aldi,3.79,1.053,cod fillets,THE FISHMONGER
Boneless Cod Fillets 2 Pack,Boneless Cod Fillets 2 Pack,aldi,4.79,1.916,cod fillets,THE FISHMONGER
Chip Shop Style Extra Large Battered Cod Fillets 2 Pack,Chip Shop Style Extra Large Battered Cod Fillets 2 Pack,aldi,5.49,1.193,cod fillets,SPECIALLY SELECTED
Breaded Cod 4 Pack,Breaded Cod 4 Pack,aldi,3.39,0.678,cod fillets,THE FISHMONGER
Battered Cod 4 Pack,Battered Cod 4 Pack,aldi,3.39,0.678,cod fillets,THE FISHMONGER
Sweet Potatoes,Sweet Potatoes,aldi,1.19,0.119,potatoes,NATURE'S PICK
Sweet Potatoes,Sweet Potatoes,aldi,1.19,0.119,sweet potatoes,NATURE'S PICK
Sweet Potato,Sweet Potato,aldi,0.69,,sweet potatoes,NATURE'S PICK
Sweet Potato Fries,Sweet Potato Fries,aldi,2.15,0.43,sweet potatoes,FOUR SEASONS
Onion & Sweet Potato Bhaji,Onion & Sweet Potato Bhaji,aldi,2.75,1.019,sweet potatoes,SPECIALLY SELECTED
Ready to Eat Sweet Potato Pakora,Ready to Eat Sweet Potato Pakora,aldi,1.49,0.87,sweet potatoes,THE DELI
Haddock Fillets,Haddock Fillets,aldi,3.79,1.053,haddock fillets,THE FISHMONGER
Boneless Smoked Haddock Fillets 2 Pack,Boneless Smoked Haddock Fillets 2 Pack,aldi,4.29,1.865,haddock fillets,THE FISHMONGER
Chip Shop Style Extra Large Beer Battered Haddock Fillets 2 Pack,Chip Shop Style Extra Large Beer Battered Haddock Fillets 2 Pack,aldi,5.49,1.193,haddock fillets,SPECIALLY SELECTED
Smoked Haddock,Smoked Haddock,aldi,3.79,1.053,haddock fillets,THE FISHMONGER
Battered Haddock 4 Pack,Battered Haddock 4 Pack,aldi,3.39,0.678,haddock fillets,THE FISHMONGER
British Baby Potatoes,British Baby Potatoes,aldi,0.79,0.079,baby potatoes,NATURE'S PICK
Prepped Baby Potatoes,Prepped Baby Potatoes,aldi,0.89,0.231,baby potatoes,INSPIRED CUISINE
Baby Jacket Potatoes,Baby Jacket Potatoes,aldi,1.49,0.373,baby potatoes,INSPIRED CUISINE
British Potatoes Mashed Potato,British Potatoes Mashed Potato,aldi,1.59,0.398,baby potatoes,SPECIALLY SELECTED GASTRO
Boneless Mediterranean Sea Bass Fillets 2 Pack,Boneless Mediterranean Sea Bass Fillets 2 Pack,aldi,3.79,2.106,sea bass,THE FISHMONGER
Sea Salt Chocolate,Sea Salt Chocolate,aldi,1.99,1.592,sea bass,MOSER ROTH
Dark Sea Salt Chocolate,Dark Sea Salt Chocolate,aldi,2.49,1.992,sea bass,MOSER ROTH
Gourmet Sea Salt Savoury Crackers,Gourmet Sea Salt Savoury Crackers,aldi,0.99,0.5349999999999999,sea bass,SPECIALLY SELECTED
Rosemary & Sea Salt Flatbread Thins,Rosemary & Sea Salt Flatbread Thins,aldi,1.19,0.952,sea bass,SAVOUR BAKES
King Prawn Bhuna,King Prawn Bhuna,aldi,3.99,0.867,king prawns,SPECIALLY SELECTED DINE IN
Cooked & Peeled King Prawns,Cooked & Peeled King Prawns,aldi,2.49,1.66,king prawns,THE FISHMONGER
Raw Jumbo King Prawns,Raw Jumbo King Prawns,aldi,2.69,1.582,king prawns,THE FISHMONGER
King Prawn & Seafood Cocktail Sandwich,King Prawn & Seafood Cocktail Sandwich,aldi,2.79,,king prawns,SPECIALLY SELECTED
"King Prawn, Chicken & Chorizo Paella","King Prawn, Chicken & Chorizo Paella",aldi,5.69,0.7110000000000001,king prawns,SPECIALLY SELECTED
Smoked Salmon Slices,Smoked Salmon Slices,aldi,4.49,2.245,smoked salmon,THE FISHMONGER
Smoked Salmon Slices,Smoked Salmon Slices,aldi,2.49,2.49,smoked salmon,THE FISHMONGER
Mild & Delicate Smoked Salmon,Mild & Delicate Smoked Salmon,aldi,3.09,3.09,smoked salmon,SPECIALLY SELECTED
Strong & Robust Smoked Salmon,Strong & Robust Smoked Salmon,aldi,3.09,3.09,smoked salmon,SPECIALLY SELECTED
Smoked Salmon Sushi Snack,Smoked Salmon Sushi Snack,aldi,1.09,,smoked salmon,EAT & GO
Breaded Cod Fish Fingers 10 Pack,Breaded Cod Fish Fingers 10 Pack,aldi,1.99,0.663,fish fingers,THE FISHMONGER
Milk Chocolate Fingers,Milk Chocolate Fingers,aldi,0.99,0.792,fish fingers,DAIRYFINE
White Chocolate Fingers,White Chocolate Fingers,aldi,0.99,0.792,fish fingers,DAIRYFINE
Medium Sliced White Bread,Medium Sliced White Bread,aldi,0.55,0.07,white sliced bread,VILLAGE BAKERY
Sliced White Rolls,Sliced White Rolls,aldi,1.19,,white sliced bread,VILLAGE BAKERY
White Toastie Sliced Loaf,White Toastie Sliced Loaf,aldi,0.75,0.09,white sliced bread,VILLAGE BAKERY
White Toastie Sliced Loaf,White Toastie Sliced Loaf,aldi,0.59,0.15,white sliced bread,VILLAGE BAKERY
Gluten Free Sliced White Bread,Gluten Free Sliced White Bread,aldi,1.55,0.31,white sliced bread,FREE FROM
Wholemeal Bread Flour,Wholemeal Bread Flour,aldi,0.99,0.066,wholemeal bread,THE PANTRY
Medium Sliced Wholemeal Bread,Medium Sliced Wholemeal Bread,aldi,0.55,0.07,wholemeal bread,EVERYDAY ESSENTIALS
Wholemeal Rolls,Wholemeal Rolls,aldi,0.45,,wholemeal bread,VILLAGE BAKERY
Wholemeal Baps,Wholemeal Baps,aldi,0.69,,wholemeal bread,VILLAGE BAKERY
Wholemeal Sliced Loaf,Wholemeal Sliced Loaf,aldi,0.75,0.09,wholemeal bread,VILLAGE BAKERY
Wild Caught Yellowfin Tuna Steak,Wild Caught Yellowfin Tuna Steak,aldi,4.49,2.245,tuna steaks,SPECIALLY SELECTED
Skinless & Boneless Yellowfin Tuna Steaks,Skinless & Boneless Yellowfin Tuna Steaks,aldi,3.49,0.969,tuna steaks,THE FISHMONGER
Drained & Ready to Eat Tuna Steaks in Brine,Drained & Ready to Eat Tuna Steaks in Brine,aldi,0.99,0.9,tuna steaks,THE FISHMONGER
Drained & Ready to Eat Tuna Steaks in Water,Drained & Ready to Eat Tuna Steaks in Water,aldi,0.99,0.9,tuna steaks,THE FISHMONGER
Drained & Ready to Eat Tuna Steaks in Sunflower Oil,Drained & Ready to Eat Tuna Steaks in Sunflower Oil,aldi,0.99,0.9,tuna steaks,THE FISHMONGER
Sourdough Breaded Wild Garlic & Jersey Butter Chicken Kievs 2 Pack,Sourdough Breaded Wild Garlic & Jersey Butter Chicken Kievs 2 Pack,aldi,3.99,1.064,sourdough bread,SPECIALLY SELECTED
Protein Sourdough,Protein Sourdough,aldi,1.99,0.4,sourdough bread,SPECIALLY SELECTED
White Sourdough Loaf,White Sourdough Loaf,aldi,1.59,0.32,sourdough bread,SPECIALLY SELECTED
Seeded Sourdough Sliced Loaf,Seeded Sourdough Sliced Loaf,aldi,1.89,0.38,sourdough bread,SPECIALLY SELECTED
Part Baked Bloomer with Sourdough,Part Baked Bloomer with Sourdough,aldi,1.15,0.33,sourdough bread,SPECIALLY SELECTED
Lightly Seeded Sliced Loaf,Lightly Seeded Sliced Loaf,aldi,0.79,0.1,seeded bread,VILLAGE BAKERY
Wholemeal Seeded Loaf,Wholemeal Seeded Loaf,aldi,1.09,0.14,seeded bread,SPECIALLY SELECTED
The Honey Soaked Sliced Seeded Bloomer,The Honey Soaked Sliced Seeded Bloomer,aldi,1.49,0.19,seeded bread,VILLAGE BAKERY
Seeded Sourdough Sliced Loaf,Seeded Sourdough Sliced Loaf,aldi,1.89,0.38,seeded bread,SPECIALLY SELECTED
Super Seeded Farmhouse Sliced Loaf,Super Seeded Farmhouse Sliced Loaf,aldi,1.09,0.14,seeded bread,SPECIALLY SELECTED
White Pitta Bread,White Pitta Bread,aldi,0.5,,pitta bread,VILLAGE BAKERY
Plain Naan Breads,Plain Naan Breads,aldi,0.69,,naan bread,BILASH
Garlic & Coriander Naan Breads,Garlic & Coriander Naan Breads,aldi,0.69,,naan bread,BILASH
