name,name_clean,store,price,price_per_100,query,brand
Morrisons The Best Corn Fed Free Range Chicken Breast Fillets,Corn Fed Free Range Chicken Breast Fillets,morrisons,5.9,,chicken breast,Morrisons
Morrisons British Chicken Diced Breast Fillets 400g,British Chicken Diced Breast Fillets 400g,morrisons,3.95,,chicken breast,Morrisons
Morrisons Little Gem Lettuce  2 Pack,Little Gem Lettuce  2 Pack,morrisons,0.77,,romaine lettuce,Morrisons
Morrisons The Best Sweet Gem Lettuce,Sweet Gem Lettuce,morrisons,1.5,,romaine lettuce,Morrisons
Morrisons Romaine Lettuce Hearts,Romaine Lettuce Hearts,morrisons,1.2,,romaine lettuce,Morrisons
Morrisons Red Gem Lettuce,Red Gem Lettuce,morrisons,1.2,,romaine lettuce,Morrisons
Morrisons Iceberg Lettuce,Iceberg Lettuce,morrisons,0.89,,romaine lettuce,Morrisons
Morrisons Limes 4 Pack,Limes 4 Pack,morrisons,0.94,,limes,Morrisons
Morrisons Lemons & Limes,Lemons & Limes,morrisons,1.55,,limes,Morrisons
Morrisons Smoked Salmon Slices,Smoked Salmon Slices,morrisons,4.25,,smoked salmon,Morrisons
Big Blue Sea Smoked Salmon Slices,Big Blue Sea Smoked Salmon Slices,morrisons,3.0,,smoked salmon,Big
Morrisons Ready To Eat Smoked Salmon Slices,Ready To Eat Smoked Salmon Slices,morrisons,2.3,,smoked salmon,Morrisons
Morrisons The Best Scottish Mild Smoked Salmon,Scottish Mild Smoked Salmon,morrisons,4.75,,smoked salmon,Morrisons
Morrisons The Best Strong & Intense Smoked Scottish Salmon    100g,Strong & Intense Smoked Scottish Salmon    100g,morrisons,4.75,,smoked salmon,Morrisons
Morrisons Closed Cup Mushrooms 465g,Closed Cup Mushrooms 465g,morrisons,1.5,,mushrooms,Morrisons
Morrisons Closed Cup Mushrooms,Closed Cup Mushrooms,morrisons,1.0,,mushrooms,Morrisons
Morrisons Chestnut Mushrooms 340g,Chestnut Mushrooms 340g,morrisons,1.5,,mushrooms,Morrisons
Morrisons Button Mushrooms 250g,Button Mushrooms 250g,morrisons,1.5,,mushrooms,Morrisons
Morrisons Family Pack Closed Cup Mushrooms 700g,Family Pack Closed Cup Mushrooms 700g,morrisons,2.0,,mushrooms,Morrisons
Morrisons Large Ripened Avocado Single,Large Ripened Avocado Single,morrisons,0.88,,avocado,Morrisons
Morrisons Extra Large Avocado,Extra Large Avocado,morrisons,1.5,,avocado,Morrisons
Morrisons Savers Avocado,Avocado,morrisons,1.29,,avocado,Morrisons
Birds Eye 20 Omega 3 Fish Fingers 560g,Birds Eye 20 Omega 3 Fish Fingers 560g,morrisons,3.0,,fish fingers,Birds
Birds Eye 8 Breaded Cod Fish Fingers,Birds Eye 8 Breaded Cod Fish Fingers,morrisons,3.5,,fish fingers,Birds
Birds Eye 8 Breaded Haddock Fish Fingers    240g,Birds Eye 8 Breaded Haddock Fish Fingers    240g,morrisons,3.5,,fish fingers,Birds
Birds Eye 26 Breaded Cod Fish Fingers    780g,Birds Eye 26 Breaded Cod Fish Fingers    780g,morrisons,8.5,,fish fingers,Birds
Birds Eye 40 Breaded Omega 3 Fish Fingers    1.12kg,Birds Eye 40 Breaded Omega 3 Fish Fingers    1.12kg,morrisons,6.5,,fish fingers,Birds
President French Brie    200g,President French Brie    200g,morrisons,2.25,,brie,President
Castello Extra Creamy Brie Cheese,Castello Extra Creamy Brie Cheese,morrisons,2.0,,brie,Castello
Morrisons French Brie,French Brie,morrisons,1.65,,brie,Morrisons
Morrisons Somerset Brie,Somerset Brie,morrisons,2.25,,brie,Morrisons
Market Street Deli Mild & Creamy French Brie,Deli Mild & Creamy French Brie,morrisons,1.75,,brie,Market
Morrisons Market Street British Boneless Chicken Thigh Fillets 600g,British Boneless Chicken Thigh Fillets 600g,morrisons,5.5,,chicken thighs,Morrisons
Morrisons Market Street British Boneless Chicken Thigh Fillets 1kg,British Boneless Chicken Thigh Fillets 1kg,morrisons,6.95,,chicken thighs,Morrisons
Morrisons Market Street British Chicken Thighs 1kg,British Chicken Thighs 1kg,morrisons,3.4,,chicken thighs,Morrisons
Morrisons Chicken Thighs,Chicken Thighs,morrisons,3.5,,chicken thighs,Morrisons
Morrisons Mango Chunks 500g,Mango Chunks 500g,morrisons,3.35,,mango,Morrisons
Morrisons Ripe & Ready To Eat Mango,Ripe & Ready To Eat Mango,morrisons,1.75,,mango,Morrisons
Morrisons Mango 240g,Mango 240g,morrisons,2.5,,mango,Morrisons
Morrisons Mango Chunks   450g,Mango Chunks   450g,morrisons,4.0,,mango,Morrisons
Morrisons Ready To Eat Loose Mango,Ready To Eat Loose Mango,morrisons,0.88,,mango,Morrisons
Morrisons Fishmongers Frozen Yellow Fin Tuna Steaks,Fishmongers Frozen Yellow Fin Tuna Steaks,morrisons,4.25,,tuna steaks,Morrisons
John West No Drain Fridge Pot Tuna Steak In Sunflower Oil (3x110g),John West No Drain Fridge Pot Tuna Steak In Sunflower Oil (3x110g),morrisons,3.5,,tuna steaks,John
Morrisons 3 Skinless & Boneless Tuna Steaks 300g,3 Skinless & Boneless Tuna Steaks 300g,morrisons,5.0,,tuna steaks,Morrisons
Morrisons No Drain Tuna Steak In A Little Spring Water (3x110g),No Drain Tuna Steak In A Little Spring Water (3x110g),morrisons,3.0,,tuna steaks,Morrisons
Morrisons No Drain Tuna Steak In A Little Brine (3x110g),No Drain Tuna Steak In A Little Brine (3x110g),morrisons,3.0,,tuna steaks,Morrisons
Morrisons Roast In The Bag Extra Tasty Whole Chicken 1.6kg,Roast In The Bag Extra Tasty Whole Chicken 1.6kg,morrisons,6.8,,whole chicken,Morrisons
Morrisons The Best Corn Fed Free Range Whole Chicken,Corn Fed Free Range Whole Chicken,morrisons,10.99,,whole chicken,Morrisons
Morrisons Market Street Extra Large Whole Chicken   2.15kg,Extra Large Whole Chicken   2.15kg,morrisons,7.3,,whole chicken,Morrisons
Morrisons Market Street British Large Whole Chicken   1.7kg,British Large Whole Chicken   1.7kg,morrisons,5.8,,whole chicken,Morrisons
Morrisons Organic Whole Chicken,Organic Whole Chicken,morrisons,15.5,,whole chicken,Morrisons
Morrisons Savers Mixed Peppers 3 Pack (Colours May Vary),Mixed Peppers 3 Pack (Colours May Vary),morrisons,1.79,,peppers mixed,Morrisons
Morrisons Mackerel Strips With Mixed Pepper,Mackerel Strips With Mixed Pepper,morrisons,5.5,,peppers mixed,Morrisons
Morrisons Sliced Mixed Peppers,Sliced Mixed Peppers,morrisons,1.25,,peppers mixed,Morrisons
Morrisons Grilled Mixed Peppers (280g),Grilled Mixed Peppers (280g),morrisons,2.69,,peppers mixed,Morrisons
Morrisons Halloumi 200g,Halloumi 200g,morrisons,1.77,,halloumi,Morrisons
Olympus Halloumi Cheese  225g,Olympus Halloumi Cheese  225g,morrisons,2.89,,halloumi,Olympus
Morrisons The Best Halloumi,Halloumi,morrisons,3.65,,halloumi,Morrisons
Morrisons Seedless Red Grapes 400g,Seedless Red Grapes 400g,morrisons,2.0,,grapes,Morrisons
Morrisons Seedless Green Grapes 400g,Seedless Green Grapes 400g,morrisons,2.0,,grapes,Morrisons
Explore Cotton Candy Seedless Grapes 400g,Explore Cotton Candy Seedless Grapes 400g,morrisons,2.4,,grapes,Explore
Morrisons Seedless Black Grapes 400g,Seedless Black Grapes 400g,morrisons,2.0,,grapes,Morrisons
Hovis Farmhouse Soft White Bread,Hovis Farmhouse Soft White Bread,morrisons,1.0,,white sliced bread,Hovis
Warburtons Original Farmhouse Bread 800g,Warburtons Original Farmhouse Bread 800g,morrisons,1.35,,white sliced bread,Warburtons
Morrisons White Medium Sliced Bread 800g,White Medium Sliced Bread 800g,morrisons,0.74,,white sliced bread,Morrisons
Hovis Soft White Medium Bread 800g,Hovis Soft White Medium Bread 800g,morrisons,1.39,,white sliced bread,Hovis
Morrisons Toastie Thick Sliced White Bread 800g,Toastie Thick Sliced White Bread 800g,morrisons,0.75,,white sliced bread,Morrisons
1912 Artisan Stilton Cheese,1912 Artisan Stilton Cheese,morrisons,2.25,,stilton,1912
Morrisons Blue Stilton,Blue Stilton,morrisons,2.9,,stilton,Morrisons
Market Street Deli Mature Blue Stilton,Deli Mature Blue Stilton,morrisons,2.13,,stilton,Market
Morrisons The Best Stilton,Stilton,morrisons,3.5,,stilton,Morrisons
Very Lazy Red Chillies,Very Lazy Red Chillies,morrisons,1.75,,red chillies,Very
Santa Maria Hot Red Jalapenos 200g,Santa Maria Hot Red Jalapenos 200g,morrisons,1.5,,red chillies,Santa
Morrisons Red Chillies,Red Chillies,morrisons,0.59,,red chillies,Morrisons
Morrisons Mixed Chillies,Mixed Chillies,morrisons,0.6,,red chillies,Morrisons
Morrisons Bird Eye Chillies,Bird Eye Chillies,morrisons,1.0,,red chillies,Morrisons
Morrisons  British Chicken Drumsticks 1kg,British Chicken Drumsticks 1kg,morrisons,2.15,,chicken drumsticks,Morrisons
Morrisons Chicken Drumsticks,Chicken Drumsticks,morrisons,1.5,,chicken drumsticks,Morrisons
Morrisons Roast Chicken Drumsticks,Roast Chicken Drumsticks,morrisons,3.75,,chicken drumsticks,Morrisons
Morrisons Chicken Drumstick Fillets,Chicken Drumstick Fillets,morrisons,4.92,,chicken drumsticks,Morrisons
Morrisons Market Street British Chicken Drumstick Fillets 600g,British Chicken Drumstick Fillets 600g,morrisons,2.95,,chicken drumsticks,Morrisons
Fyffes Pineapple,Fyffes Pineapple,morrisons,0.98,,pineapple,Fyffes
Morrisons Pineapple,Pineapple,morrisons,2.5,,pineapple,Morrisons
Morrisons Pineapple   500g,Pineapple   500g,morrisons,3.0,,pineapple,Morrisons
Morrisons Pineapple 450g,Pineapple 450g,morrisons,3.35,,pineapple,Morrisons
Del Monte Pineapple Chunks In Juice (432g),Del Monte Pineapple Chunks In Juice (432g),morrisons,1.3,,pineapple,Del
Morrisons British Chicken Wings,British Chicken Wings,morrisons,2.19,,chicken wings,Morrisons
Morrisons Chicken Wings,Chicken Wings,morrisons,1.5,,chicken wings,Morrisons
Morrisons Smoky BBQ Chicken Wings,Smoky BBQ Chicken Wings,morrisons,2.5,,chicken wings,Morrisons
Morrisons Chinese Marinated Chicken Wings,Chinese Marinated Chicken Wings,morrisons,2.5,,chicken wings,Morrisons
Morrisons Peri Peri Marinated Chicken Wings,Peri Peri Marinated Chicken Wings,morrisons,2.5,,chicken wings,Morrisons
Morrisons Courgettes,Courgettes,morrisons,1.39,,courgettes,Morrisons
Morrisons Gouda Slices 240g,Gouda Slices 240g,morrisons,2.75,,gouda,Morrisons
Lindahls Protein Gouda Cheese Slices 125g,Lindahls Protein Gouda Cheese Slices 125g,morrisons,2.0,,gouda,Lindahls
Old Amsterdam Mature Gouda,Old Amsterdam Mature Gouda,morrisons,3.5,,gouda,Old
Morrisons Deli Gouda with Garlic & Cracked Black Pepper   90g,Deli Gouda with Garlic & Cracked Black Pepper   90g,morrisons,2.5,,gouda,Morrisons
Morrisons Wholemeal Medium Sliced Bread,Wholemeal Medium Sliced Bread,morrisons,0.75,,wholemeal bread,Morrisons
Allinson's Champion Wholemeal,Allinson's Champion Wholemeal,morrisons,1.2,,wholemeal bread,Allinson's
Warburtons Medium Wholemeal Bread,Warburtons Medium Wholemeal Bread,morrisons,0.99,,wholemeal bread,Warburtons
Hovis Tasty Wholemeal Medium Bread,Hovis Tasty Wholemeal Medium Bread,morrisons,1.5,,wholemeal bread,Hovis
Warburtons Wholemeal Medium Bread,Warburtons Wholemeal Medium Bread,morrisons,1.35,,wholemeal bread,Warburtons
Morrisons The Best 12% Fat Matured Scotch Steak Mince   500g,12% Fat Matured Scotch Steak Mince   500g,morrisons,6.0,,beef mince,Morrisons
Morrisons Beef Mince 1kg,Beef Mince 1kg,morrisons,8.0,,beef mince,Morrisons
Morrisons British Beef Steak Mince 5% Fat 500g,British Beef Steak Mince 5% Fat 500g,morrisons,5.19,,beef mince,Morrisons
Morrisons Beef And Pork Mince 1kg,Beef And Pork Mince 1kg,morrisons,7.5,,beef mince,Morrisons
Morrisons Lean Beef Mince 5% Fat  500g,Lean Beef Mince 5% Fat  500g,morrisons,6.5,,beef mince,Morrisons
Warburtons White With Sourdough 400g,Warburtons White With Sourdough 400g,morrisons,1.4,,sourdough bread,Warburtons
Jason's Sourdough The Great White Straight Up Sourdough 450g,Jason's Sourdough The Great White Straight Up Sourdough 450g,morrisons,2.15,,sourdough bread,Jason's
Morrisons The Best White Sourdough Bloomer 400g,White Sourdough Bloomer 400g,morrisons,2.35,,sourdough bread,Morrisons
Jason's White Ciabattin Sourdough,Jason's White Ciabattin Sourdough,morrisons,2.2,,sourdough bread,Jason's
Jason's Grains And Seeds Ciabattin Sourdough,Jason's Grains And Seeds Ciabattin Sourdough,morrisons,2.2,,sourdough bread,Jason's
Morrisons Purple Aubergine,Purple Aubergine,morrisons,0.99,,aubergine,Morrisons
Morrisons The Best Tomato & Aubergine Pasta Sauce 350g,Tomato & Aubergine Pasta Sauce 350g,morrisons,2.15,,aubergine,Morrisons
Patak's Authentic Aubergine Pickle 312g,Patak's Authentic Aubergine Pickle 312g,morrisons,2.5,,aubergine,Patak's
Morrisons Edam Slices 240g,Edam Slices 240g,morrisons,2.75,,edam,Morrisons
Market Street Deli Dutch Edam,Deli Dutch Edam,morrisons,1.25,,edam,Market
Morrisons Edam Wedge,Edam Wedge,morrisons,3.2,,edam,Morrisons
Mlekovita Edam Natural Slices,Mlekovita Edam Natural Slices,morrisons,1.85,,edam,Mlekovita
Morrisons Honeydew Melon,Honeydew Melon,morrisons,1.87,,melon,Morrisons
Morrisons Melon Slices,Melon Slices,morrisons,2.5,,melon,Morrisons
Morrisons Whole Cantaloupe Melon,Whole Cantaloupe Melon,morrisons,1.95,,melon,Morrisons
Morrisons Melon Medley,Melon Medley,morrisons,2.5,,melon,Morrisons
Hovis Seed Sensations Seven Seeds Bread,Hovis Seed Sensations Seven Seeds Bread,morrisons,1.0,,seeded bread,Hovis
Hovis Seed Sensations Seven Seeds Bread 800g,Hovis Seed Sensations Seven Seeds Bread 800g,morrisons,2.0,,seeded bread,Hovis
Warburtons Seeded Batch Bread,Warburtons Seeded Batch Bread,morrisons,1.9,,seeded bread,Warburtons
Hovis Seeded Batch Bread,Hovis Seeded Batch Bread,morrisons,1.5,,seeded bread,Hovis
Morrisons Savers Green Beans,Green Beans,morrisons,0.77,,green beans,Morrisons
Morrisons The Best Extra Fine Green Beans 200g,Extra Fine Green Beans 200g,morrisons,1.55,,green beans,Morrisons
Morrisons Fine Green Beans 170g,Fine Green Beans 170g,morrisons,1.11,,green beans,Morrisons
Morrisons Stringless Beans,Stringless Beans,morrisons,1.45,,green beans,Morrisons
Morrisons Fine Green Beans,Fine Green Beans,morrisons,1.05,,green beans,Morrisons
Morrisons Grated Mature White Cheddar 240g,Grated Mature White Cheddar 240g,morrisons,2.75,,grated cheddar,Morrisons
Morrisons Extra Mature Grated Cheese,Extra Mature Grated Cheese,morrisons,2.75,,grated cheddar,Morrisons
Morrisons 50% Reduced Fat Mature Grated Cheddar 200g,50% Reduced Fat Mature Grated Cheddar 200g,morrisons,2.75,,grated cheddar,Morrisons
Morrisons Savers Grated Cheese 1kg,Grated Cheese 1kg,morrisons,5.95,,grated cheddar,Morrisons
Morrisons Grated Medium White Cheddar 240g,Grated Medium White Cheddar 240g,morrisons,2.75,,grated cheddar,Morrisons
Morrisons Lean Beef Mince 5% Fat  500g,Lean Beef Mince 5% Fat  500g,morrisons,6.5,,lean beef mince,Morrisons
Morrisons The Best 12% Fat Matured Scotch Steak Mince   500g,12% Fat Matured Scotch Steak Mince   500g,morrisons,6.0,,lean beef mince,Morrisons
Morrisons British Beef Steak Mince 5% Fat 500g,British Beef Steak Mince 5% Fat 500g,morrisons,5.19,,lean beef mince,Morrisons
Morrisons British Beef Steak Mince 5% Fat 250g,British Beef Steak Mince 5% Fat 250g,morrisons,2.75,,lean beef mince,Morrisons
Morrisons British Beef Lean Steak Mince 5% Fat 750g,British Beef Lean Steak Mince 5% Fat 750g,morrisons,7.5,,lean beef mince,Morrisons
Morrisons Ripe & Ready Conference Pears  4 Pack,Ripe & Ready Conference Pears  4 Pack,morrisons,2.3,,pears,Morrisons
Morrisons Ready To Eat Blush Qtee Pears,Ready To Eat Blush Qtee Pears,morrisons,2.0,,pears,Morrisons
Morrisons Conference Pears,Conference Pears,morrisons,1.9,,pears,Morrisons
Morrisons Wonky Pears (Min 4),Wonky Pears (Min 4),morrisons,0.99,,pears,Morrisons
Morrisons Pears,Pears,morrisons,2.3,,pears,Morrisons
Morrisons Kiwi,Kiwi,morrisons,1.19,,kiwi,Morrisons
"Innocent Green Energise, Kiwi & Cucumber Super Smoothie 750ml","Innocent Green Energise, Kiwi & Cucumber Super Smoothie 750ml",morrisons,2.5,,kiwi,Innocent
Morrisons Ready To Eat Kiwi Fruit,Ready To Eat Kiwi Fruit,morrisons,1.6,,kiwi,Morrisons
Green Giant Original Sweetcorn (4x198g),Green Giant Original Sweetcorn (4x198g),morrisons,3.0,,sweetcorn,Green
Green Giant Salt Free Sweetcorn (4x198g),Green Giant Salt Free Sweetcorn (4x198g),morrisons,3.0,,sweetcorn,Green
Morrisons Sweetcorn In Water,Sweetcorn In Water,morrisons,2.25,,sweetcorn,Morrisons
Morrisons Super Sweet Sweetcorn,Super Sweet Sweetcorn,morrisons,1.85,,sweetcorn,Morrisons
Morrisons British Sirloin Steak 227g,British Sirloin Steak 227g,morrisons,7.0,,sirloin steak,Morrisons
Market Street Scotch Sirloin Steak,Scotch Sirloin Steak,morrisons,6.4,,sirloin steak,Market
Market Street British Prime Sirloin Steak,British Prime Sirloin Steak,morrisons,9.6,,sirloin steak,Market
Morrisons Asparagus,Asparagus,morrisons,2.3,,asparagus,Morrisons
Morrisons The Best Asparagus Tips,Asparagus Tips,morrisons,2.0,,asparagus,Morrisons
Morrisons The Best Asparagus Tips & Tenderstem Broccoli,Asparagus Tips & Tenderstem Broccoli,morrisons,2.25,,asparagus,Morrisons
Upper Crust Chicken & Asparagus Pie 680g,Upper Crust Chicken & Asparagus Pie 680g,morrisons,3.75,,asparagus,Upper
Morrisons Mature Cheddar Slices 240g,Mature Cheddar Slices 240g,morrisons,2.75,,cheese slices,Morrisons
Morrisons Mozzarella Slices 240g,Mozzarella Slices 240g,morrisons,2.75,,cheese slices,Morrisons
Morrisons Savers 15 Cheesy Slices,15 Cheesy Slices,morrisons,0.83,,cheese slices,Morrisons
Lake District 8 Mature Cheddar Slices,Lake District 8 Mature Cheddar Slices,morrisons,2.0,,cheese slices,Lake
Morrisons Mature Cheesy Slices 170g,Mature Cheesy Slices 170g,morrisons,1.19,,cheese slices,Morrisons
Morrisons Ready To Eat Plums,Ready To Eat Plums,morrisons,3.0,,plums,Morrisons
Morrisons The Best Plums 4 Pack,Plums 4 Pack,morrisons,2.5,,plums,Morrisons
Morrisons Plums,Plums,morrisons,1.0,,plums,Morrisons
Market Street British Prime Rib Eye Steak,British Prime Rib Eye Steak,morrisons,9.96,,ribeye steak,Market
Market Street Scotch Rib Eye Steak,Scotch Rib Eye Steak,morrisons,6.8,,ribeye steak,Market
Market Street Scotch Sirloin Steak,Scotch Sirloin Steak,morrisons,6.4,,ribeye steak,Market
Limited Edish Beef Ribeye Steak 200g,Limited Edish Beef Ribeye Steak 200g,morrisons,6.0,,ribeye steak,Limited
The Clay Oven Bakery Garlic & Coriander Naan Bread   2 Pack,The Clay Oven Bakery Garlic & Coriander Naan Bread   2 Pack,morrisons,1.85,,naan bread,The
The Clay Oven Bakery Plain Naan Bread   2 pack,The Clay Oven Bakery Plain Naan Bread   2 pack,morrisons,1.85,,naan bread,The
Mission Original XL Tortilla Wraps,Mission Original XL Tortilla Wraps,morrisons,1.5,,wraps tortilla,Mission
Old El Paso Stand 'N' Stuff 8 Soft Tortilla Boats 198g,Old El Paso Stand 'N' Stuff 8 Soft Tortilla Boats 198g,morrisons,2.5,,wraps tortilla,Old
Old El Paso Large Extra Thin Tortilla Wraps,Old El Paso Large Extra Thin Tortilla Wraps,morrisons,2.15,,wraps tortilla,Old
Old El Paso 6 Large Super Soft Flour Tortilla Wraps,Old El Paso 6 Large Super Soft Flour Tortilla Wraps,morrisons,1.8,,wraps tortilla,Old
Market Street British Lean Casserole Steak,British Lean Casserole Steak,morrisons,7.8,,beef stewing steak,Market
Morrisons Diced Beef 500g,Diced Beef 500g,morrisons,5.56,,beef stewing steak,Morrisons
Morrisons British Diced Beef 430g,British Diced Beef 430g,morrisons,5.5,,beef stewing steak,Morrisons
Morrisons Beef Braising Steak,Beef Braising Steak,morrisons,16.0,,beef stewing steak,Morrisons
Morrisons The Butcher's On Market Street British Diced Beef 750g,The Butcher's On Market Street British Diced Beef 750g,morrisons,9.5,,beef stewing steak,Morrisons
Morrisons Baby Potatoes   1kg,Baby Potatoes   1kg,morrisons,1.09,,potatoes,Morrisons
Morrisons Maris Piper Potatoes 2kg,Maris Piper Potatoes 2kg,morrisons,1.95,,potatoes,Morrisons
Morrisons The Best British All Rounder Potatoes   2kg,British All Rounder Potatoes   2kg,morrisons,2.3,,potatoes,Morrisons
Morrisons Baking Potatoes  2kg,Baking Potatoes  2kg,morrisons,1.85,,potatoes,Morrisons
Morrisons Red Potatoes 2kg,Red Potatoes 2kg,morrisons,1.89,,potatoes,Morrisons
Morrisons Celery,Celery,morrisons,0.75,,celery,Morrisons
Morrisons Celery Sticks,Celery Sticks,morrisons,0.9,,celery,Morrisons
Morrisons Organic Celery,Organic Celery,morrisons,1.3,,celery,Morrisons
Schwartz Celery Salt Jar,Schwartz Celery Salt Jar,morrisons,2.0,,celery,Schwartz
Strong Roots Oven Baked Sweet Potato Chips,Strong Roots Oven Baked Sweet Potato Chips,morrisons,2.0,,sweet potatoes,Strong
Morrisons Sweet Potato Chunks,Sweet Potato Chunks,morrisons,1.79,,sweet potatoes,Morrisons
Morrisons Sweet Potato Fries,Sweet Potato Fries,morrisons,2.15,,sweet potatoes,Morrisons
Morrisons Sweet Potatoes  1kg,Sweet Potatoes  1kg,morrisons,1.19,,sweet potatoes,Morrisons
Morrisons Market Street Baking Sweet Potatoes Twin Pack,Baking Sweet Potatoes Twin Pack,morrisons,1.85,,sweet potatoes,Morrisons
Warburtons 6 Crumpets,Warburtons 6 Crumpets,morrisons,0.75,,crumpets,Warburtons
Morrisons Crumpets,Crumpets,morrisons,0.45,,crumpets,Morrisons
Jason's Sourdough Crumpets,Jason's Sourdough Crumpets,morrisons,1.8,,crumpets,Jason's
Warburtons 9 Crumpets,Warburtons 9 Crumpets,morrisons,1.25,,crumpets,Warburtons
Morrisons Beef And Pork Mince 550g,Beef And Pork Mince 550g,morrisons,4.25,,lamb mince,Morrisons
Morrisons The Butcher's on Market Street British Lamb Mince 454g,The Butcher's on Market Street British Lamb Mince 454g,morrisons,6.0,,lamb mince,Morrisons
Morrisons Lamb Mince,Lamb Mince,morrisons,5.5,,lamb mince,Morrisons
Morrisons British 15% Fat Beef Mince 500g,British 15% Fat Beef Mince 500g,morrisons,5.0,,lamb mince,Morrisons
Morrisons Beef Mince 1kg,Beef Mince 1kg,morrisons,8.0,,lamb mince,Morrisons
Morrisons The Butcher's On Market Street British Lamb Chops 320g,The Butcher's On Market Street British Lamb Chops 320g,morrisons,6.5,,lamb chops,Morrisons
Crown Farms Mutton Chops 800g,Crown Farms Mutton Chops 800g,morrisons,7.5,,lamb chops,Crown
Market Street British Spring Lamb Stuffed Breast,British Spring Lamb Stuffed Breast,morrisons,3.91,,lamb chops,Market
Morrisons Lamb Mince,Lamb Mince,morrisons,5.5,,lamb chops,Morrisons
Morrisons Baby Potatoes   1kg,Baby Potatoes   1kg,morrisons,1.09,,baby potatoes,Morrisons
Morrisons Miniature Potatoes,Miniature Potatoes,morrisons,1.0,,baby potatoes,Morrisons
Morrisons Herby Baby Potatoes,Herby Baby Potatoes,morrisons,1.0,,baby potatoes,Morrisons
Morrisons Baby Potatoes With Chives & Salted Butter 350g,Baby Potatoes With Chives & Salted Butter 350g,morrisons,2.25,,baby potatoes,Morrisons
Morrisons The Butcher's on Market Street British Pork Mince 5% Fat 454g,The Butcher's on Market Street British Pork Mince 5% Fat 454g,morrisons,2.32,,pork mince,Morrisons
Morrisons Beef And Pork Mince 550g,Beef And Pork Mince 550g,morrisons,4.25,,pork mince,Morrisons
Morrisons Beef And Pork Mince 1kg,Beef And Pork Mince 1kg,morrisons,7.5,,pork mince,Morrisons
Morrisons Savers 20% Fat Pork Mince 454g,20% Fat Pork Mince 454g,morrisons,2.27,,pork mince,Morrisons
Morrisons Butternut Squash,Butternut Squash,morrisons,1.5,,butternut squash,Morrisons
Morrisons Butternut Squash Chunks 500g,Butternut Squash Chunks 500g,morrisons,1.25,,butternut squash,Morrisons
Morrisons The Best Butternut Squash & Sage Girasole,Butternut Squash & Sage Girasole,morrisons,3.5,,butternut squash,Morrisons
Morrisons Natural Cooked Beetroot,Natural Cooked Beetroot,morrisons,0.78,,beetroot,Morrisons
Morrisons Bunched Beetroot,Bunched Beetroot,morrisons,1.9,,beetroot,Morrisons
Morrisons Sliced Beetroot (340g),Sliced Beetroot (340g),morrisons,1.1,,beetroot,Morrisons
Baxters Sliced Beetroot (567g),Baxters Sliced Beetroot (567g),morrisons,1.75,,beetroot,Baxters
Morrisons Fresh Coriander,Fresh Coriander,morrisons,1.25,,fresh coriander,Morrisons
Morrisons Market St Living Coriander,Market St Living Coriander,morrisons,1.6,,fresh coriander,Morrisons
Morrisons Fresh Mint,Fresh Mint,morrisons,0.7,,fresh mint,Morrisons
Morrisons Living Mint,Living Mint,morrisons,1.6,,fresh mint,Morrisons
Morrisons Fresh Coriander,Fresh Coriander,morrisons,1.25,,fresh mint,Morrisons
Morrisons Market St Living Basil,Market St Living Basil,morrisons,1.6,,fresh basil,Morrisons
Morrisons Fresh Basil   30g,Fresh Basil   30g,morrisons,0.7,,fresh basil,Morrisons
Morrisons Fresh Coriander,Fresh Coriander,morrisons,1.25,,fresh basil,Morrisons
Morrisons Flat Leaf Parsley   100g,Flat Leaf Parsley   100g,morrisons,1.39,,fresh parsley,Morrisons
Market Street Living Parsley,Living Parsley,morrisons,1.6,,fresh parsley,Market
Morrisons Fresh Flat Leaf Parsley   30g,Fresh Flat Leaf Parsley   30g,morrisons,0.7,,fresh parsley,Morrisons
Morrisons Living Flat Leaf Parsley,Living Flat Leaf Parsley,morrisons,1.6,,fresh parsley,Morrisons
Morrisons Spaghetti 500g,Spaghetti 500g,morrisons,0.75,,spaghetti,Morrisons
Napolina Spaghetti,Napolina Spaghetti,morrisons,1.0,,spaghetti,Napolina
Barilla Pasta Spaghetti   500g,Barilla Pasta Spaghetti   500g,morrisons,1.5,,spaghetti,Barilla
Heinz Spaghetti in Tomato Sauce Multipack,Heinz Spaghetti in Tomato Sauce Multipack,morrisons,2.99,,spaghetti,Heinz
Green Giant Original Sweetcorn (4x198g),Green Giant Original Sweetcorn (4x198g),morrisons,3.0,,tinned sweetcorn,Green
Green Giant Salt Free Sweetcorn (4x198g),Green Giant Salt Free Sweetcorn (4x198g),morrisons,3.0,,tinned sweetcorn,Green
Morrisons Sweetcorn In Water,Sweetcorn In Water,morrisons,2.25,,tinned sweetcorn,Morrisons
Heinz Cream of Tomato Soup 400g,Heinz Cream of Tomato Soup 400g,morrisons,1.7,,tinned soup,Heinz
Heinz Cream of Tomato Soup Value Pack,Heinz Cream of Tomato Soup Value Pack,morrisons,6.0,,tinned soup,Heinz
Heinz Cream Of Chicken Soup,Heinz Cream Of Chicken Soup,morrisons,6.0,,tinned soup,Heinz
Heinz Cream of Chicken Soup,Heinz Cream of Chicken Soup,morrisons,1.7,,tinned soup,Heinz
Morrisons Penne,Penne,morrisons,0.69,,penne pasta,Morrisons
